状态,文件路径,分类目录,功能/玩法分类,所属模块,备注,需要主团队评估
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/BatchGetDsCommonDbAccountLevelDataMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/BatchGetStarPInfoMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/GetNearbyStarPInfoListMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/GetOfficialStarPRoomMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/GetStarPDetailInfoListMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/GetStarPInfoListMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/PressGmAddItemMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPAccountLoadDsCommonDbInfoMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPAdminTransferMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPAdventureGetBaseInfoMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPAdventureGetDayRewardMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPApplyAdminRoleMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPApplyMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPBanEnterMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPBatchGetGuildPublicInfoMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPCardHandleMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPCardSendMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPCheckAblerToApplyAdminMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPChooseInitEquipSuitMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPCreateDressUpMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPCreateMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPCreateOfficialMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPCreateRoleMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPDelRoleByselfMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPDelUserMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPDeleteRoleMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPEnterMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPExitMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPFindAssistOrderMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPGMClearRoleMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPGetAchieveGlobalDataMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPGetAllRolePetInfoMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPGetAssistOrderListMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPGetChatGroupKeyMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPGetDressUpInfoMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPGetFunctionControlMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPGetGuideMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPGetGuildCardDetailInfoMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPGetMyContactRecordListMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPGetMyRoleMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPGetOrnamentAndAmuletInfoMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPGetPetFormationMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPGetPlayerWearItemInfoMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPGetPlayerWorldInfoMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPGetRoleListMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPGetSeasonRewardMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPGetShockRewardMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPGetUnlockDataMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPGuideStepFlowMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPInviteMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPLikeAssistPlayerMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPLoadDsCommonDbInfoMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPModifyRoomMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPOperateApplyMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPPVPGetDailyRewardMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPPetTradeCancelFocusPlayerMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPPetTradeCancelWishMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPPetTradeFocusPlayerMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPPetTradeGetFocusPlayerMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPPetTradeUpdateWishMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPPublishMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPPvpGetOverallInfoMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPQueryPosMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPQueryVisitInfoMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPRejectInviteMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPRoleSelectMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPRoleStatusMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPSaveDressUpMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPSeasonRewardListMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPSetChatCupIconIDMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPSetChatPetIconIDMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPSetGuideMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPSetPetFormationMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPSetPreDelTimeMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPShipActionMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPShockRewardListMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPSocInteractionRatioMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPStartRLMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPSubmitAssistOrderMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPVisitSameWorldMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPVisitorGetAvailSpMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/StarPVoteForDelUserMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starp/TryQuickEnterOfficialStarPRoomMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starpgame/StarPAcceptApplicationMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starpgame/StarPAcceptInvitationMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starpgame/StarPApplyJoinGroupMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starpgame/StarPDismissGroupMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starpgame/StarPGetGroupInfoMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starpgame/StarPGroupGetPetEggMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starpgame/StarPGroupJoinChatGroupMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starpgame/StarPGroupMemberListMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starpgame/StarPGroupSaveSettingsMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starpgame/StarPInviteJoinGroupMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starpgame/StarPJoinGroupMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starpgame/StarPKickGroupMemberMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starpgame/StarPLeaveGroupMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starpgame/StarPPlayerDoLotteryMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starpgame/StarPPlayerGetLotteryInfoMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starpgame/StarPPlayerShopBuyMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starpgame/StarPPlayerShopInfoMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starpgame/StarPQueryGroupApplicationMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starpgame/StarPQueryGroupInvitationMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starpgame/StarPRecommendGroupListMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starpgame/StarPSetJoinTypeMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starpgame/StarPSetTitleMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Only A,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/starproom/RoomTestMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Both,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/tradingcard/TradingCardCreateExchangeTradeMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Both,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/tradingcard/TradingCardGetCollectionListMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Both,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/ugc/ApplyUgcLayerIdMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Both,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/ugc/SaveWorkMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Both,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/ugc/UgcBuyGoodsMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Both,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/ugc/UgcCreateMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Both,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/ugc/UgcMapScreenMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Both,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/ugc/UgcOpSubscribeMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Both,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/ugc/UgcPublishMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Both,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/ugc/UgcSinglePassLevelMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
Both,WeA/projects/gamesvr/src/main/java/com/tencent/wea/playerservice/cshandler/handler/ugc/UpdateUgcLayerNameMsgHandler.java,WeA/projects/gamesvr,gamesvr,gamesvr,,
